Time (s),Raw X Gyro,Raw Y Gyro,Raw Z Gyro
66.6881033762671,-32,125,-13
66.7381306842071,-33,124,-13
66.7882001762794,-33,125,-12
66.8382693889866,-33,125,-12
66.8883629064588,-32,10,-13
66.9384237382125,-33,124,-12
66.9885234017173,-33,124,-12
67.0385535033084,-33,125,-12
67.0886445064945,-32,126,-13
67.138731319204,-33,124,-12
67.189593090742,-33,124,-12
67.2388635985859,-32,124,-13
67.2889339287535,-32,124,-13
67.3398895669701,-33,125,-12
67.3891075541724,-33,124,-13
67.4391351414775,-33,124,-13
67.4902153765353,-33,124,-13
67.5392928430848,-32,125,-13
67.58934501452,-33,125,-12
67.6393647796019,-33,125,-12
67.689516405018,-33,125,-12
67.7396775288479,-32,124,-12
67.7896704748788,-32,124,-13
67.840515763875,-32,125,-13
67.8899720495203,-33,125,-12
67.9398630272842,-32,125,-13
67.9899640876145,-32,125,-12
68.0400685003262,-33,125,-13
68.0901013955684,-32,124,-13
68.1401893257383,-33,125,-12
68.1902493193967,-33,124,-13
68.2403280305178,-33,125,-12
68.2903673511578,-33,124,-13
68.3404119797349,-32,124,-11
68.3905222591139,-33,125,-12
68.4405917511863,-32,125,-12
68.4916292433815,-33,125,-12
68.5407293385053,-32,125,-13
68.5908214591519,-32,125,-14
68.6408898337638,-33,125,-13
68.6909380940874,-33,124,-13
68.741954633899,-32,124,-13
68.7911156306179,-33,125,-12
68.8419391291351,-32,126,-12
68.8912093576139,-32,126,-13
68.941314887786,-32,124,-12
68.9913709703328,-32,125,-12
69.041444932247,-33,125,-12
69.0915222465425,-34,125,-13
69.1426823800232,-33,125,-14
69.1916908433893,-32,125,-12
69.2417231799014,-33,124,-13
69.2918189322945,-33,125,-13
69.3427759673366,-33,125,-12
69.3919808243785,-33,125,-12
69.4419684624722,-32,125,-13
69.4920971799488,-33,124,-13
69.5421937704373,-32,125,-13
69.5932024880257,-33,124,-12
69.6423771736352,-32,125,-13
69.6924036434798,-33,124,-12
69.7424262022129,-33,125,-12
69.7925166466688,-32,125,-13
69.8426068117596,-32,125,-13
69.8926679228785,-33,125,-13
69.9428709514757,-33,124,-12
69.9936427674467,-33,125,-13
70.0429719419647,-31,124,-12
70.0929710340281,-33,124,-13
70.1430148245098,-33,125,-13
70.1942867040364,-32,126,-12
70.2431825832613,-33,125,-13
70.2931925705641,-32,125,-12
70.3432710023201,-32,126,-13
70.3941922786276,-33,125,-13
70.4434541261529,-32,125,-13
70.4935800499784,-33,124,-13
70.543586964265,-33,126,-13
70.5937011547557,-32,125,-12
70.6446601453537,-32,125,-12
70.6938094087377,-31,124,-12
70.7439034849401,-32,125,-13
70.7939967230472,-33,125,-12
70.8440385579732,-33,125,-12
70.8941150341733,-33,124,-12
70.9441825706898,-34,125,-12
70.9942738532411,-34,125,-12
71.0446229897934,-32,124,-13
71.0944097643695,-33,124,-13
71.1453176311514,-33,125,-13
71.1945730532791,-32,124,-13
71.2445930977261,-32,125,-12
71.2947056120261,-32,125,-13
71.3447633707636,-33,125,-12
71.3948119104523,-33,125,-13
71.4451987612951,-32,125,-13
71.4949514533272,-33,125,-12
71.5450502787365,-33,125,-13
71.5950949073136,-33,124,-12
71.6451708247836,-32,125,-13
71.6952841771789,-33,126,-13
71.7462618852396,-33,124,-12
71.7954536121211,-33,124,-12
71.8454406914845,-32,125,-13
71.8955473391171,-33,125,-13
71.9456414153195,-33,125,-13
71.9957399613638,-33,125,-13
72.045809174071,-33,125,-13
72.0971562028135,-33,125,-13
72.1459302788483,-32,125,-12
72.1971258916985,-32,125,-12
72.2459935550468,-32,124,-12
72.2970221075584,-32,124,-12
72.3461945582469,-33,124,-13
72.3963165709608,-32,125,-12
72.4463648312844,-32,125,-12
72.4965131043191,-33,125,-12
72.5465261646382,-33,124,-13
72.5965976122664,-33,124,-13
72.6466598408457,-33,125,-12
72.6967321265692,-33,125,-12
72.7467289837116,-32,124,-12
72.7977337901884,-34,126,-14
72.846947586914,-34,126,-14
72.8970397075606,-33,125,-13
72.9471136694747,-32,124,-12
72.9972105393283,-32,124,-12
73.0472015298034,-34,124,-13
73.098103809283,-33,125,-13
73.1473826980803,-33,124,-12
73.1974301203086,-33,125,-13
73.2474747488857,-33,125,-13
73.2975741330253,-32,125,-13
73.3476061901722,-32,125,-13
73.3977321139977,-32,125,-13
73.4477789774957,-33,124,-12
73.497838691789,-33,125,-13
73.5488521585844,-33,125,-12
73.5979793521244,-34,125,-13
73.6488497839809,-32,124,-13
73.6981594029409,-33,124,-13
73.7482342029504,-33,124,-13
73.7982927997832,-33,126,-12
73.8482946854977,-33,124,-13
73.8984845839345,-33,124,-13
73.9485021140955,-33,124,-12
73.9985981458537,-34,125,-12
74.0494219237361,-32,125,-13
74.0987388061891,-32,125,-11
74.1488423808054,-32,125,-11
74.1988121395317,-33,125,-12
74.2489517522478,-33,125,-12
74.2989812951087,-33,124,-13
74.349926317451,-33,124,-12
74.3992082792645,-33,124,-12
74.4492311173627,-33,125,-12
74.4995573459755,-32,125,-13
74.5501928317705,-33,125,-13
74.600452571486,-33,125,-12
74.6495230539077,-33,124,-12
74.6996160126497,-32,125,-14
74.7496787999592,-33,125,-13
74.8006992508824,-33,125,-12
74.8508444509009,-33,126,-13
74.8999559999944,-33,125,-12
74.9508714096345,-33,125,-13
75.0000860444554,-33,124,-14
75.0502801333689,-32,125,-13
75.1011530795115,-32,124,-13
75.1503232952792,-32,124,-13
75.2002869079729,-32,125,-12
75.251345911282,-32,124,-12
75.3005326095914,-32,124,-13
75.3505660635639,-33,125,-13
75.4006190730945,-32,124,-13
75.4506530857972,-32,125,-13
75.5007298413625,-33,125,-13
75.5508580001089,-32,124,-13
75.6008749715397,-32,126,-13
75.6509891620304,-33,125,-13
75.7009997080634,-32,125,-12
75.7511396001447,-33,124,-13
75.8011537779243,-33,125,-13
75.8512685271452,-33,126,-13
75.901322095406,-32,124,-13
75.9514597525663,-33,125,-13
76.0014652700273,-33,125,-12
76.0516071176644,-31,125,-14
76.1016090033789,-32,125,-13
76.1517050351371,-33,125,-12
76.2017613970491,-32,125,-13
76.2519180510372,-33,125,-13
76.3020992891555,-33,125,-12
76.3519553462801,-34,125,-13
76.4028975749711,-33,125,-12
76.4520700256597,-33,125,-12
76.5030058289531,-31,125,-12
76.5523134923573,-32,124,-14
76.6023715304599,-32,124,-13
76.652377327286,-33,125,-13
76.7024747558698,-33,125,-14
76.7525185463516,-32,125,-13
76.8026911241513,-32,125,-13
76.852710609868,-32,125,-12
76.9055826927724,-32,124,-13
76.9528523876638,-33,125,-13
77.0029067940199,-31,124,-12
77.0531031178544,-32,125,-12
77.1030591876901,-32,125,-12
77.153881848112,-33,124,-12
77.2031545908768,-33,124,-12
77.2533118035952,-33,125,-13
77.3033829718582,-32,125,-13
77.354125175127,-32,125,-13
77.4034442925009,-32,124,-13
77.4536492766539,-33,125,-13
77.5036419433196,-32,125,-12
77.5545014799367,-33,126,-12
77.6047031117083,-31,124,-13
77.6538532131877,-33,126,-12
77.7039062227182,-33,125,-12
77.7540064449532,-34,124,-13
77.8040547052768,-32,124,-13
77.8542686291135,-32,124,-13
77.9056497404,-32,125,-12
77.9542486545078,-33,125,-12
78.0043572576962,-33,126,-13
78.0543689211897,-31,124,-13
78.1044638354875,-33,124,-12
78.1545129339064,-32,124,-13
78.2048930799864,-32,125,-12
78.2546751053556,-34,125,-13
78.3047820323533,-33,125,-12
78.3548506863303,-33,124,-12
78.4049919752371,-32,125,-13
78.4549382672937,-33,125,-13
78.5050337403218,-33,125,-13
78.5551501657334,-33,125,-13
78.6052869847983,-33,125,-14
78.6561803245943,-33,124,-12
78.7054888260938,-32,125,-13
78.7554069022739,-32,125,-13
78.8054965086345,-32,125,-13
78.8555587372138,-33,125,-13
78.9056949975486,-33,125,-13
78.956514026224,-34,124,-13
79.0060228325108,-31,124,-12
79.0559708007582,-33,125,-13
79.1059732452029,-33,126,-12
79.1559865848872,-32,125,-13
79.2060261848922,-33,125,-13
79.2561127182365,-32,125,-12
79.3061629341159,-33,125,-12
79.3571931628182,-32,125,-13
79.4063779055718,-33,125,-13
79.4564278420861,-33,124,-12
79.5064981722537,-32,125,-13
79.5565606801982,-33,125,-13
79.6066544770355,-33,125,-13
79.6566898865638,-33,124,-13
79.7067652453035,-33,124,-13
79.7568453532502,-33,125,-12
79.8069207119899,-33,124,-13
79.8570200961295,-33,124,-13
79.9079307565626,-33,126,-12
79.9579343184678,-31,123,-13
80.0071528644004,-31,123,-13
80.0574262930065,-32,124,-12
80.1083213089932,-32,124,-13
80.1574714104726,-32,124,-13
80.2074766485685,-33,50,-13
80.2575140136526,-33,125,-13
80.3077891184494,-33,124,-12
80.3577440708246,-32,124,-13
80.4077289152672,-33,124,-12
80.4578746740158,-33,124,-13
80.5079251692603,-33,124,-13
80.5580237153046,-33,124,-13
80.6081001915048,-33,124,-13
80.6581406296052,-33,125,-13
80.7082151502495,-33,125,-13
80.7582720708917,-33,126,-13
80.8084820836168,-33,124,-12
80.8584663693291,-32,119,-9
80.9086283312544,-33,124,-14
80.9586346868108,-33,124,-13
81.0087589344456,-33,124,-13
81.0587652900019,-33,124,-13
81.1088001408,-32,125,-13
81.1588707503328,-33,126,-13
81.2089159376401,-32,125,-13
81.2590250995587,-34,125,-13
81.3090660963893,-32,125,-12
81.3592174424403,-33,124,-14
81.4092919630847,-32,125,-13
81.4593435757897,-33,124,-12
81.5093340075345,-33,125,-12
81.5594688710437,-33,124,-13
81.6104164076719,-32,125,-14
81.6595986361395,-32,124,-13
81.7096871250396,-33,124,-13
81.7597418107609,-33,126,-12
81.8098079504518,-32,124,-13
81.8598450361708,-33,124,-13
81.9100220838123,-33,126,-12
81.9600309536547,-33,125,-13
82.0110340839408,-32,125,-14
82.0602596140012,-32,125,-13
82.110267087018,-33,124,-13
82.1603072457533,-33,126,-12
82.2113779823972,-32,125,-12
82.2604425981514,-32,125,-12
82.3105252203842,-33,124,-13
82.3605969473774,-31,124,-13
82.4114838617757,-33,124,-13
82.4607144204082,-33,124,-13
82.5108179950245,-34,124,-12
82.5608844140806,-32,125,-13
82.6119107316712,-33,124,-13
82.6610208839392,-33,124,-12
82.7111468077647,-31,125,-13
82.761201772851,-33,125,-13
82.8113011569906,-33,125,-12
82.8615148014622,-32,126,-13
82.9114460078027,-33,125,-13
82.9615275125749,-34,124,-13
83.0118040141973,-34,125,-13
83.061815957056,-33,125,-12
83.1116524586225,-32,124,-12
83.1627028016131,-33,125,-12
83.2118914554783,-33,50,-12
83.2619670935831,-32,125,-13
83.3119463507233,-33,125,-12
83.3620423824816,-33,125,-13
83.4135391509256,-33,124,-13
83.4622034364703,-32,125,-12
83.512198617422,-33,124,-13
83.5623373920428,-32,125,-12
83.6124172206244,-32,126,-13
83.6624889476176,-32,123,-12
83.7125386047668,-33,124,-12
83.7635995636317,-34,126,-12
83.8127180968531,-33,124,-12
83.862737861935,-32,126,-12
83.9128992651301,-33,125,-12
83.9629310429119,-33,125,-13
84.0130307064166,-34,124,-13
84.0630258873684,-34,125,-13
84.1131272270638,-33,125,-13
84.1640557668642,-32,125,-13
84.2132609032712,-33,124,-12
84.2635192461612,-33,125,-13
84.3134809032992,-33,125,-12
84.3634696588533,-33,125,-13
84.4137341477758,-32,125,-13
84.4646288843973,-33,125,-13
84.5136898684051,-33,124,-12
84.5637372906333,-34,124,-13
84.6137875065127,-34,124,-13
84.6638488969967,-32,124,-13
84.7139236970062,-33,124,-14
84.7640155382877,-32,124,-13
84.8140934113135,-33,125,-12
84.8643073351501,-32,125,-13
84.9143826938899,-33,125,-12
84.9643761986509,-33,125,-13
85.0143864653189,-33,125,-13
85.0647185605992,-33,124,-13
85.1145564589913,-33,124,-13
85.1647175828213,-33,125,-13
85.2146339828107,-33,125,-13
85.2648177352149,-33,125,-13
85.3156853734204,-33,124,-12
85.3649368844364,-33,125,-12
85.4149918495228,-33,125,-12
85.4650884400112,-33,125,-12
85.5159912782211,-33,126,-12
85.5652369225698,-33,124,-12
85.615294122577,-33,124,-12
85.6653496463936,-32,124,-13
85.7154208146566,-32,126,-12
85.7664580274867,-33,125,-12
85.8155718115012,-34,125,-12
85.8666109798871,-32,124,-12
86.0,-32,124,-12
